Federal Information Processing Standards (FIPS) Code,State,Area name,Rural-Urban Continuum Code 2013,Population 1990,Population 2000,Population 2010,Population 2020,Population 2021
35035,NM,Otero County,4,51928.00 ,62195.00 ,63797.00 ,67839.00 ,68537.00 
35037,NM,Quay County,7,10823.00 ,10088.00 ,9041.00 ,8746.00 ,8656.00 
35039,NM,Rio Arriba County,4,34365.00 ,41171.00 ,40246.00 ,40363.00 ,40179.00 
35041,NM,Roosevelt County,7,16702.00 ,18022.00 ,19846.00 ,19191.00 ,19019.00 
35043,NM,Sandoval County,2,63319.00 ,90546.00 ,131561.00 ,148834.00 ,151369.00 
35045,NM,San Juan County,3,91605.00 ,113812.00 ,130044.00 ,121661.00 ,120993.00 
35047,NM,San Miguel County,6,25743.00 ,30089.00 ,29393.00 ,27201.00 ,27150.00 
35049,NM,Santa Fe County,3,98928.00 ,129304.00 ,144170.00 ,154823.00 ,155201.00 
35051,NM,Sierra County,6,9912.00 ,13261.00 ,11988.00 ,11576.00 ,11502.00 
35053,NM,Socorro County,6,14764.00 ,18056.00 ,17866.00 ,16595.00 ,16311.00 
35055,NM,Taos County,7,23118.00 ,29981.00 ,32937.00 ,34489.00 ,34623.00 
35057,NM,Torrance County,2,10285.00 ,16894.00 ,16383.00 ,15045.00 ,15307.00 
35059,NM,Union County,9,4124.00 ,4190.00 ,4549.00 ,4079.00 ,4107.00 
35061,NM,Valencia County,2,45235.00 ,66169.00 ,76569.00 ,76205.00 ,77190.00 
36000,NY,New York,,17990778.00 ,18977026.00 ,19378102.00 ,20201249.00 ,19835913.00 
36001,NY,Albany County,2,292812.00 ,294601.00 ,304204.00 ,314848.00 ,313743.00 
36003,NY,Allegany County,7,50470.00 ,49881.00 ,48946.00 ,46456.00 ,46106.00 
36005,NY,Bronx County,1,1203789.00 ,1332244.00 ,1385108.00 ,1472654.00 ,1424948.00 
36007,NY,Broome County,2,212160.00 ,200415.00 ,200600.00 ,198683.00 ,197240.00 
36009,NY,Cattaraugus County,4,84234.00 ,83874.00 ,80317.00 ,77042.00 ,76426.00 
36011,NY,Cayuga County,4,82313.00 ,81910.00 ,80026.00 ,76248.00 ,75880.00 
36013,NY,Chautauqua County,4,141895.00 ,139698.00 ,134905.00 ,127657.00 ,126807.00 
36015,NY,Chemung County,3,95195.00 ,91119.00 ,88830.00 ,84148.00 ,83045.00 
36017,NY,Chenango County,6,51768.00 ,51356.00 ,50477.00 ,47220.00 ,46537.00 
36019,NY,Clinton County,5,85969.00 ,79882.00 ,82128.00 ,79843.00 ,79596.00 
36021,NY,Columbia County,6,62982.00 ,63074.00 ,63096.00 ,61570.00 ,61778.00 
36023,NY,Cortland County,4,48963.00 ,48704.00 ,49336.00 ,46809.00 ,46311.00 
36025,NY,Delaware County,6,47352.00 ,47894.00 ,47980.00 ,44308.00 ,44378.00 
36027,NY,Dutchess County,1,259462.00 ,280032.00 ,297488.00 ,295911.00 ,297112.00 
36029,NY,Erie County,1,968584.00 ,950227.00 ,919040.00 ,954236.00 ,950683.00 
36031,NY,Essex County,6,37152.00 ,38893.00 ,39370.00 ,37381.00 ,37268.00 
36033,NY,Franklin County,7,46540.00 ,51110.00 ,51599.00 ,47555.00 ,47456.00 
36035,NY,Fulton County,4,54191.00 ,55053.00 ,55531.00 ,53324.00 ,53116.00 
36037,NY,Genesee County,4,60060.00 ,60548.00 ,60079.00 ,58388.00 ,57853.00 
36039,NY,Greene County,6,44739.00 ,48021.00 ,49221.00 ,47931.00 ,48499.00 
36041,NY,Hamilton County,8,5279.00 ,5376.00 ,4836.00 ,5107.00 ,5119.00 
36043,NY,Herkimer County,2,65809.00 ,64502.00 ,64519.00 ,60139.00 ,59937.00 
36045,NY,Jefferson County,3,110943.00 ,111716.00 ,116229.00 ,116721.00 ,116295.00 
36047,NY,Kings County,1,2300664.00 ,2465689.00 ,2504700.00 ,2736074.00 ,2641052.00 
36049,NY,Lewis County,6,26796.00 ,26946.00 ,27087.00 ,26582.00 ,26573.00 
36051,NY,Livingston County,1,62372.00 ,64631.00 ,65393.00 ,61834.00 ,61578.00 
36053,NY,Madison County,2,69166.00 ,69420.00 ,73442.00 ,68016.00 ,67658.00 
36055,NY,Monroe County,1,713968.00 ,735328.00 ,744344.00 ,759443.00 ,755160.00 
36057,NY,Montgomery County,4,51981.00 ,49637.00 ,50219.00 ,49532.00 ,49558.00 
36059,NY,Nassau County,1,1287873.00 ,1334625.00 ,1339532.00 ,1395774.00 ,1390907.00 
36061,NY,New York County,1,1487536.00 ,1538096.00 ,1585873.00 ,1694251.00 ,1576876.00 
36063,NY,Niagara County,1,220756.00 ,219795.00 ,216469.00 ,212666.00 ,211653.00 
36065,NY,Oneida County,2,250836.00 ,235516.00 ,234878.00 ,232125.00 ,230274.00 
36067,NY,Onondaga County,2,468973.00 ,458326.00 ,467026.00 ,476516.00 ,473236.00 
36069,NY,Ontario County,1,95101.00 ,100009.00 ,107931.00 ,112458.00 ,112508.00 
36071,NY,Orange County,1,307571.00 ,341397.00 ,372813.00 ,401310.00 ,404525.00 
36073,NY,Orleans County,1,41846.00 ,44184.00 ,42883.00 ,40343.00 ,40191.00 
36075,NY,Oswego County,2,121785.00 ,122387.00 ,122109.00 ,117525.00 ,117387.00 
36077,NY,Otsego County,7,60390.00 ,61692.00 ,62259.00 ,58524.00 ,58123.00 
36079,NY,Putnam County,1,83941.00 ,95731.00 ,99710.00 ,97668.00 ,97936.00 
36081,NY,Queens County,1,1951598.00 ,2229394.00 ,2230722.00 ,2405464.00 ,2331143.00 
36083,NY,Rensselaer County,2,154429.00 ,152553.00 ,159429.00 ,161130.00 ,160232.00 
36085,NY,Richmond County,1,378977.00 ,443762.00 ,468730.00 ,495747.00 ,493494.00 
36087,NY,Rockland County,1,265475.00 ,286794.00 ,311687.00 ,338329.00 ,339227.00 
36089,NY,St. Lawrence County,4,111974.00 ,111922.00 ,111944.00 ,108505.00 ,108051.00 
36091,NY,Saratoga County,2,181276.00 ,200626.00 ,219607.00 ,235509.00 ,237359.00 
36093,NY,Schenectady County,2,149285.00 ,146652.00 ,154727.00 ,158061.00 ,158089.00 
36095,NY,Schoharie County,2,31840.00 ,31488.00 ,32749.00 ,29714.00 ,29863.00 
36097,NY,Schuyler County,6,18662.00 ,19188.00 ,18343.00 ,17898.00 ,17752.00 
36099,NY,Seneca County,6,33683.00 ,33319.00 ,35251.00 ,33814.00 ,33688.00 
36101,NY,Steuben County,4,99088.00 ,98681.00 ,98990.00 ,93584.00 ,92948.00 
36103,NY,Suffolk County,1,1321339.00 ,1419379.00 ,1493350.00 ,1525920.00 ,1526344.00 
36105,NY,Sullivan County,4,69277.00 ,73885.00 ,77547.00 ,78624.00 ,79806.00 
36107,NY,Tioga County,2,52337.00 ,51883.00 ,51125.00 ,48455.00 ,47980.00 
36109,NY,Tompkins County,3,94097.00 ,96487.00 ,101564.00 ,105740.00 ,105162.00 
36111,NY,Ulster County,3,165380.00 ,177726.00 ,182493.00 ,181851.00 ,182951.00 
36113,NY,Warren County,3,59209.00 ,63263.00 ,65707.00 ,65737.00 ,65618.00 
36115,NY,Washington County,3,59330.00 ,61032.00 ,63216.00 ,61302.00 ,60956.00 
36117,NY,Wayne County,1,89123.00 ,93779.00 ,93772.00 ,91283.00 ,90923.00 
36119,NY,Westchester County,1,874866.00 ,923621.00 ,949113.00 ,1004457.00 ,997895.00 
36121,NY,Wyoming County,6,42507.00 ,43462.00 ,42155.00 ,40531.00 ,40491.00 
36123,NY,Yates County,1,22810.00 ,24591.00 ,25348.00 ,24774.00 ,24613.00 
37000,NC,North Carolina,,6632448.00 ,8046346.00 ,9535483.00 ,10439388.00 ,10551162.00 
37001,NC,Alamance County,3,108213.00 ,130750.00 ,151131.00 ,171415.00 ,173877.00 
37003,NC,Alexander County,2,27544.00 ,33566.00 ,37198.00 ,36444.00 ,36644.00 
37005,NC,Alleghany County,9,9590.00 ,10672.00 ,11155.00 ,10888.00 ,11049.00 
37007,NC,Anson County,6,23474.00 ,25268.00 ,26948.00 ,22055.00 ,22060.00 
37009,NC,Ashe County,7,22209.00 ,24394.00 ,27281.00 ,26577.00 ,26711.00 
37011,NC,Avery County,8,14867.00 ,17149.00 ,17797.00 ,17806.00 ,17864.00 
37013,NC,Beaufort County,6,42283.00 ,44916.00 ,47759.00 ,44652.00 ,44468.00 
37015,NC,Bertie County,7,20388.00 ,19765.00 ,21282.00 ,17934.00 ,17505.00 
37017,NC,Bladen County,6,28663.00 ,32252.00 ,35190.00 ,29606.00 ,29525.00 
37019,NC,Brunswick County,2,50985.00 ,73121.00 ,107431.00 ,136693.00 ,144215.00 
37021,NC,Buncombe County,2,174357.00 ,206365.00 ,238318.00 ,269452.00 ,271534.00 
37023,NC,Burke County,2,75740.00 ,89163.00 ,90912.00 ,87570.00 ,87611.00 
37025,NC,Cabarrus County,1,98935.00 ,131043.00 ,178011.00 ,225804.00 ,231278.00 
37027,NC,Caldwell County,2,70709.00 ,77425.00 ,83029.00 ,80652.00 ,80463.00 
37029,NC,Camden County,8,5904.00 ,6884.00 ,9980.00 ,10355.00 ,10835.00 
37031,NC,Carteret County,4,52407.00 ,59334.00 ,66469.00 ,67686.00 ,68541.00 
37033,NC,Caswell County,8,20662.00 ,23474.00 ,23719.00 ,22736.00 ,22714.00 
37035,NC,Catawba County,2,118412.00 ,141700.00 ,154358.00 ,160610.00 ,161723.00 
37037,NC,Chatham County,2,38979.00 ,49396.00 ,63505.00 ,76285.00 ,77889.00 
37039,NC,Cherokee County,9,20170.00 ,24261.00 ,27444.00 ,28774.00 ,29167.00 
37041,NC,Chowan County,6,13506.00 ,14522.00 ,14793.00 ,13708.00 ,13722.00 
37043,NC,Clay County,9,7155.00 ,8778.00 ,10587.00 ,11089.00 ,11309.00 
37045,NC,Cleveland County,4,84958.00 ,96129.00 ,98078.00 ,99519.00 ,100359.00 
37047,NC,Columbus County,6,49587.00 ,54758.00 ,58098.00 ,50623.00 ,50092.00 
37049,NC,Craven County,3,81812.00 ,91526.00 ,103505.00 ,100720.00 ,100674.00 
37051,NC,Cumberland County,2,274713.00 ,302978.00 ,319431.00 ,334728.00 ,335508.00 
37053,NC,Currituck County,1,13736.00 ,18179.00 ,23547.00 ,28100.00 ,29653.00 
37055,NC,Dare County,4,22746.00 ,29959.00 ,33920.00 ,36915.00 ,37826.00 
37057,NC,Davidson County,2,126688.00 ,147248.00 ,162878.00 ,168930.00 ,170637.00 
37059,NC,Davie County,2,27859.00 ,34841.00 ,41240.00 ,42712.00 ,43533.00 
37061,NC,Duplin County,6,39995.00 ,49054.00 ,58505.00 ,48715.00 ,48515.00 
37063,NC,Durham County,2,181844.00 ,223270.00 ,267587.00 ,324833.00 ,326126.00 
37065,NC,Edgecombe County,3,56692.00 ,55604.00 ,56552.00 ,48900.00 ,48359.00 
37067,NC,Forsyth County,2,265855.00 ,306274.00 ,350670.00 ,382590.00 ,385523.00 
37069,NC,Franklin County,1,36414.00 ,47284.00 ,60619.00 ,68573.00 ,71703.00 
37071,NC,Gaston County,1,174769.00 ,190445.00 ,206086.00 ,227943.00 ,230856.00 
37073,NC,Gates County,1,9305.00 ,10521.00 ,12197.00 ,10478.00 ,10366.00 
37075,NC,Graham County,9,7196.00 ,7996.00 ,8861.00 ,8030.00 ,8043.00 
37077,NC,Granville County,4,38341.00 ,48486.00 ,59916.00 ,60992.00 ,61986.00 
37079,NC,Greene County,8,15384.00 ,18957.00 ,21362.00 ,20451.00 ,20417.00 
37081,NC,Guilford County,2,347431.00 ,420848.00 ,488406.00 ,541299.00 ,542410.00 
37083,NC,Halifax County,4,55516.00 ,57444.00 ,54691.00 ,48622.00 ,48272.00 
37085,NC,Harnett County,4,67833.00 ,90978.00 ,114678.00 ,133568.00 ,135966.00 
37087,NC,Haywood County,2,46948.00 ,54025.00 ,59036.00 ,62089.00 ,62476.00 
37089,NC,Henderson County,2,69747.00 ,89184.00 ,106740.00 ,116281.00 ,116829.00 
37091,NC,Hertford County,6,22317.00 ,22588.00 ,24669.00 ,21552.00 ,21278.00 
37093,NC,Hoke County,2,22856.00 ,33708.00 ,46952.00 ,52082.00 ,53114.00 
37095,NC,Hyde County,9,5411.00 ,5817.00 ,5810.00 ,4589.00 ,4508.00 
37097,NC,Iredell County,1,93205.00 ,122631.00 ,159437.00 ,186693.00 ,191968.00 
37099,NC,Jackson County,6,26835.00 ,33103.00 ,40271.00 ,43109.00 ,43410.00 
37101,NC,Johnston County,1,81306.00 ,121998.00 ,168878.00 ,215999.00 ,226504.00 
37103,NC,Jones County,3,9361.00 ,10311.00 ,10153.00 ,9172.00 ,9255.00 
37105,NC,Lee County,4,41370.00 ,49196.00 ,57866.00 ,63285.00 ,64138.00 
37107,NC,Lenoir County,4,57274.00 ,59636.00 ,59495.00 ,55122.00 ,54706.00 
37109,NC,Lincoln County,1,50319.00 ,63810.00 ,78265.00 ,86810.00 ,89670.00 
37111,NC,McDowell County,6,35681.00 ,42134.00 ,44996.00 ,44578.00 ,44717.00 
37113,NC,Macon County,7,23504.00 ,29802.00 ,33922.00 ,37014.00 ,37564.00 
37115,NC,Madison County,2,16953.00 ,19612.00 ,20764.00 ,21193.00 ,21502.00 
37117,NC,Martin County,6,25078.00 ,25549.00 ,24505.00 ,22031.00 ,21754.00 
37119,NC,Mecklenburg County,1,511211.00 ,695348.00 ,919628.00 ,1115482.00 ,1122276.00 
37121,NC,Mitchell County,7,14433.00 ,15687.00 ,15579.00 ,14903.00 ,14963.00 
37123,NC,Montgomery County,6,23359.00 ,26797.00 ,27798.00 ,25751.00 ,25798.00 
37125,NC,Moore County,4,59000.00 ,74772.00 ,88247.00 ,99727.00 ,102763.00 
37127,NC,Nash County,3,76677.00 ,87378.00 ,95840.00 ,94970.00 ,95176.00 
37129,NC,New Hanover County,2,120284.00 ,160315.00 ,202667.00 ,225702.00 ,229018.00 
37131,NC,Northampton County,9,21004.00 ,22051.00 ,22099.00 ,17471.00 ,17129.00 
37133,NC,Onslow County,3,149838.00 ,150418.00 ,177772.00 ,204576.00 ,206160.00 
37135,NC,Orange County,2,93662.00 ,115589.00 ,133801.00 ,148696.00 ,148884.00 
37137,NC,Pamlico County,3,11368.00 ,12896.00 ,13144.00 ,12276.00 ,12344.00 
37139,NC,Pasquotank County,4,31298.00 ,34890.00 ,40661.00 ,40568.00 ,40821.00 
37141,NC,Pender County,2,28855.00 ,41071.00 ,52217.00 ,60203.00 ,62815.00 
37143,NC,Perquimans County,8,10447.00 ,11369.00 ,13453.00 ,13005.00 ,13130.00 
37145,NC,Person County,2,30180.00 ,35603.00 ,39464.00 ,39097.00 ,39127.00 
37147,NC,Pitt County,3,108480.00 ,133759.00 ,168148.00 ,170243.00 ,172169.00 
37149,NC,Polk County,8,14458.00 ,18299.00 ,20510.00 ,19328.00 ,19656.00 
37151,NC,Randolph County,2,106546.00 ,130503.00 ,141752.00 ,144171.00 ,145172.00 
37153,NC,Richmond County,5,44511.00 ,46597.00 ,46639.00 ,42946.00 ,42724.00 
37155,NC,Robeson County,4,105170.00 ,123170.00 ,134168.00 ,116530.00 ,116328.00 
37157,NC,Rockingham County,2,86064.00 ,92018.00 ,93643.00 ,91096.00 ,91266.00 
37159,NC,Rowan County,1,110605.00 ,130364.00 ,138428.00 ,146875.00 ,148150.00 
37161,NC,Rutherford County,4,56956.00 ,62923.00 ,67810.00 ,64444.00 ,64586.00 
37163,NC,Sampson County,6,47297.00 ,60157.00 ,63431.00 ,59036.00 ,58990.00 
37165,NC,Scotland County,6,33763.00 ,35952.00 ,36157.00 ,34174.00 ,34227.00 
37167,NC,Stanly County,6,51765.00 ,58092.00 ,60585.00 ,62504.00 ,63425.00 
37169,NC,Stokes County,2,37224.00 ,44640.00 ,47401.00 ,44520.00 ,44553.00 
37171,NC,Surry County,4,61704.00 ,71208.00 ,73673.00 ,71359.00 ,71152.00 
37173,NC,Swain County,8,11268.00 ,12980.00 ,13981.00 ,14117.00 ,14136.00 
37175,NC,Transylvania County,6,25520.00 ,29316.00 ,33090.00 ,32986.00 ,33165.00 
37177,NC,Tyrrell County,9,3856.00 ,4143.00 ,4407.00 ,3245.00 ,3254.00 
37179,NC,Union County,1,84210.00 ,123834.00 ,201292.00 ,238267.00 ,243648.00 
37181,NC,Vance County,4,38892.00 ,42946.00 ,45422.00 ,42578.00 ,42185.00 
37183,NC,Wake County,1,426311.00 ,627906.00 ,900993.00 ,1129410.00 ,1150204.00 
37185,NC,Warren County,8,17265.00 ,19861.00 ,20972.00 ,18642.00 ,18762.00 
37187,NC,Washington County,7,13997.00 ,13730.00 ,13228.00 ,11003.00 ,10892.00 
37189,NC,Watauga County,5,36952.00 ,42684.00 ,51079.00 ,54086.00 ,54234.00 
37191,NC,Wayne County,3,104666.00 ,113449.00 ,122623.00 ,117333.00 ,116835.00 
37193,NC,Wilkes County,6,59393.00 ,65630.00 ,69340.00 ,65969.00 ,65806.00 
37195,NC,Wilson County,4,66061.00 ,73810.00 ,81234.00 ,78784.00 ,78369.00 
37197,NC,Yadkin County,2,30488.00 ,36352.00 ,38406.00 ,37214.00 ,37192.00 
37199,NC,Yancey County,8,15419.00 ,17758.00 ,17818.00 ,18470.00 ,18757.00 
38000,ND,North Dakota,,638800.00 ,642237.00 ,672591.00 ,779094.00 ,774948.00 
38001,ND,Adams County,9,3174.00 ,2593.00 ,2343.00 ,2200.00 ,2167.00 
38003,ND,Barnes County,6,12545.00 ,11772.00 ,11066.00 ,10853.00 ,10806.00 
38005,ND,Benson County,9,7198.00 ,6961.00 ,6660.00 ,5964.00 ,5809.00 
38007,ND,Billings County,9,1108.00 ,888.00 ,783.00 ,945.00 ,955.00 
38009,ND,Bottineau County,9,8011.00 ,7156.00 ,6429.00 ,6379.00 ,6390.00 
38011,ND,Bowman County,9,3596.00 ,3243.00 ,3151.00 ,2993.00 ,2903.00 
38013,ND,Burke County,9,3002.00 ,2243.00 ,1968.00 ,2201.00 ,2158.00 
38015,ND,Burleigh County,3,60131.00 ,69408.00 ,81308.00 ,98458.00 ,98933.00 
38017,ND,Cass County,3,102874.00 ,123171.00 ,149778.00 ,184525.00 ,186562.00 
38019,ND,Cavalier County,9,6064.00 ,4832.00 ,3993.00 ,3704.00 ,3662.00 
38021,ND,Dickey County,9,6107.00 ,5768.00 ,5289.00 ,4999.00 ,4897.00 
38023,ND,Divide County,9,2899.00 ,2283.00 ,2071.00 ,2195.00 ,2188.00 
38025,ND,Dunn County,9,4005.00 ,3606.00 ,3536.00 ,4095.00 ,4035.00 
38027,ND,Eddy County,9,2951.00 ,2756.00 ,2385.00 ,2347.00 ,2337.00 
38029,ND,Emmons County,8,4830.00 ,4327.00 ,3550.00 ,3301.00 ,3271.00 
38031,ND,Foster County,9,3983.00 ,3761.00 ,3343.00 ,3397.00 ,3364.00 
38033,ND,Golden Valley County,9,2108.00 ,1925.00 ,1680.00 ,1736.00 ,1770.00 
38035,ND,Grand Forks County,3,70683.00 ,66119.00 ,66861.00 ,73170.00 ,72705.00 
38037,ND,Grant County,8,3549.00 ,2841.00 ,2394.00 ,2301.00 ,2323.00 
38039,ND,Griggs County,9,3303.00 ,2754.00 ,2420.00 ,2306.00 ,2281.00 
38041,ND,Hettinger County,9,3445.00 ,2715.00 ,2477.00 ,2489.00 ,2430.00 
38043,ND,Kidder County,8,3332.00 ,2738.00 ,2435.00 ,2394.00 ,2369.00 
38045,ND,LaMoure County,9,5383.00 ,4690.00 ,4139.00 ,4093.00 ,4066.00 
38047,ND,Logan County,9,2847.00 ,2315.00 ,1990.00 ,1876.00 ,1883.00 
38049,ND,McHenry County,9,6528.00 ,5983.00 ,5395.00 ,5345.00 ,5249.00 
38051,ND,McIntosh County,9,4021.00 ,3388.00 ,2809.00 ,2530.00 ,2513.00 
38053,ND,McKenzie County,9,6383.00 ,5738.00 ,6360.00 ,14704.00 ,13819.00 
38055,ND,McLean County,8,10457.00 ,9346.00 ,8962.00 ,9771.00 ,9796.00 
38057,ND,Mercer County,7,9808.00 ,8634.00 ,8424.00 ,8350.00 ,8323.00 
38059,ND,Morton County,3,23700.00 ,25301.00 ,27471.00 ,33291.00 ,33611.00 
38061,ND,Mountrail County,9,7021.00 ,6636.00 ,7673.00 ,9809.00 ,9576.00 
38063,ND,Nelson County,8,4410.00 ,3706.00 ,3126.00 ,3015.00 ,3054.00 
38065,ND,Oliver County,3,2381.00 ,2057.00 ,1846.00 ,1877.00 ,1873.00 
38067,ND,Pembina County,9,9238.00 ,8620.00 ,7413.00 ,6844.00 ,6767.00 
38069,ND,Pierce County,7,5052.00 ,4667.00 ,4357.00 ,3990.00 ,3953.00 
38071,ND,Ramsey County,7,12681.00 ,12062.00 ,11451.00 ,11605.00 ,11572.00 
38073,ND,Ransom County,8,5921.00 ,5896.00 ,5457.00 ,5703.00 ,5675.00 
38075,ND,Renville County,9,3160.00 ,2612.00 ,2470.00 ,2282.00 ,2266.00 
38077,ND,Richland County,6,18148.00 ,17992.00 ,16321.00 ,16529.00 ,16560.00 
38079,ND,Rolette County,9,12772.00 ,13674.00 ,13937.00 ,12187.00 ,12048.00 
38081,ND,Sargent County,9,4549.00 ,4362.00 ,3829.00 ,3862.00 ,3829.00 
38083,ND,Sheridan County,9,2148.00 ,1711.00 ,1321.00 ,1265.00 ,1268.00 
38085,ND,Sioux County,3,3761.00 ,4043.00 ,4153.00 ,3898.00 ,3738.00 
38087,ND,Slope County,9,907.00 ,765.00 ,727.00 ,706.00 ,690.00 
38089,ND,Stark County,7,22832.00 ,22635.00 ,24199.00 ,33646.00 ,33046.00 
38091,ND,Steele County,8,2420.00 ,2252.00 ,1975.00 ,1798.00 ,1810.00 
38093,ND,Stutsman County,7,22241.00 ,21912.00 ,21100.00 ,21593.00 ,21576.00 
38095,ND,Towner County,9,3627.00 ,2878.00 ,2246.00 ,2162.00 ,2140.00 
38097,ND,Traill County,8,8752.00 ,8479.00 ,8121.00 ,7997.00 ,8003.00 
38099,ND,Walsh County,6,13840.00 ,12375.00 ,11119.00 ,10563.00 ,10469.00 
38101,ND,Ward County,5,57921.00 ,58799.00 ,61675.00 ,69919.00 ,69071.00 
38103,ND,Wells County,9,5864.00 ,5095.00 ,4207.00 ,3982.00 ,3905.00 
38105,ND,Williams County,7,21129.00 ,19754.00 ,22398.00 ,40950.00 ,38484.00 
39000,OH,Ohio,,10847115.00 ,11353336.00 ,11536504.00 ,11799448.00 ,11780017.00 
39001,OH,Adams County,6,25371.00 ,27303.00 ,28550.00 ,27477.00 ,27542.00 
39003,OH,Allen County,3,109755.00 ,108464.00 ,106331.00 ,102206.00 ,101670.00 
39005,OH,Ashland County,4,47507.00 ,52516.00 ,53139.00 ,52447.00 ,52316.00 
39007,OH,Ashtabula County,4,99880.00 ,102681.00 ,101497.00 ,97574.00 ,97337.00 
39009,OH,Athens County,4,59549.00 ,62193.00 ,64757.00 ,62431.00 ,62056.00 
39011,OH,Auglaize County,4,44585.00 ,46230.00 ,45949.00 ,46422.00 ,46141.00 
39013,OH,Belmont County,3,71074.00 ,70239.00 ,70400.00 ,66497.00 ,65849.00 
39015,OH,Brown County,1,34966.00 ,42261.00 ,44846.00 ,43676.00 ,43662.00 
39017,OH,Butler County,1,291479.00 ,332341.00 ,368130.00 ,390357.00 ,390234.00 
39019,OH,Carroll County,2,26521.00 ,28822.00 ,28836.00 ,26721.00 ,26691.00 
39021,OH,Champaign County,6,36019.00 ,38904.00 ,40097.00 ,38714.00 ,38699.00 
39023,OH,Clark County,3,147538.00 ,144742.00 ,138333.00 ,136001.00 ,135633.00 
39025,OH,Clermont County,1,150094.00 ,177322.00 ,197363.00 ,208601.00 ,209642.00 
39027,OH,Clinton County,6,35444.00 ,40473.00 ,42040.00 ,42018.00 ,42004.00 
39029,OH,Columbiana County,4,108276.00 ,112050.00 ,107841.00 ,101877.00 ,101310.00 
39031,OH,Coshocton County,6,35427.00 ,36654.00 ,36901.00 ,36612.00 ,36618.00 
39033,OH,Crawford County,4,47870.00 ,46909.00 ,43784.00 ,42025.00 ,41754.00 
39035,OH,Cuyahoga County,1,1412140.00 ,1393871.00 ,1280122.00 ,1264817.00 ,1249387.00 
39037,OH,Darke County,6,53617.00 ,53313.00 ,52959.00 ,51881.00 ,51597.00 
39039,OH,Defiance County,4,39350.00 ,39502.00 ,39037.00 ,38286.00 ,38144.00 
39041,OH,Delaware County,1,66929.00 ,109974.00 ,174214.00 ,214124.00 ,220740.00 
39043,OH,Erie County,4,76781.00 ,79623.00 ,77079.00 ,75622.00 ,74852.00 
39045,OH,Fairfield County,1,103468.00 ,122943.00 ,146156.00 ,158921.00 ,161064.00 
39047,OH,Fayette County,6,27466.00 ,28474.00 ,29030.00 ,28951.00 ,28906.00 
39049,OH,Franklin County,1,961437.00 ,1068736.00 ,1163414.00 ,1323807.00 ,1321414.00 
39051,OH,Fulton County,2,38498.00 ,42051.00 ,42698.00 ,42713.00 ,42450.00 
39053,OH,Gallia County,6,30954.00 ,31058.00 ,30934.00 ,29220.00 ,29158.00 
39055,OH,Geauga County,1,81087.00 ,90935.00 ,93389.00 ,95397.00 ,95565.00 
39057,OH,Greene County,2,136731.00 ,147931.00 ,161573.00 ,167966.00 ,168412.00 
39059,OH,Guernsey County,6,39024.00 ,40813.00 ,40087.00 ,38438.00 ,38287.00 
39061,OH,Hamilton County,1,866228.00 ,845289.00 ,802374.00 ,830639.00 ,826139.00 
39063,OH,Hancock County,4,65536.00 ,71303.00 ,74782.00 ,74920.00 ,74656.00 
39065,OH,Hardin County,6,31111.00 ,31966.00 ,32058.00 ,30696.00 ,30621.00 
39067,OH,Harrison County,6,16085.00 ,15847.00 ,15864.00 ,14483.00 ,14477.00 
39069,OH,Henry County,6,29108.00 ,29202.00 ,28215.00 ,27662.00 ,27538.00 
39071,OH,Highland County,6,35728.00 ,40853.00 ,43589.00 ,43317.00 ,43354.00 
39073,OH,Hocking County,1,25533.00 ,28263.00 ,29380.00 ,28050.00 ,28097.00 
39075,OH,Holmes County,7,32849.00 ,38940.00 ,42366.00 ,44223.00 ,44271.00 
39077,OH,Huron County,4,56238.00 ,59447.00 ,59626.00 ,58565.00 ,58367.00 
39079,OH,Jackson County,7,30230.00 ,32653.00 ,33225.00 ,32653.00 ,32511.00 
39081,OH,Jefferson County,3,80298.00 ,73886.00 ,69709.00 ,65249.00 ,64789.00 
39083,OH,Knox County,4,47473.00 ,54482.00 ,60921.00 ,62721.00 ,62897.00 
39085,OH,Lake County,1,215500.00 ,227482.00 ,230041.00 ,232603.00 ,232023.00 
39087,OH,Lawrence County,2,61834.00 ,62330.00 ,62450.00 ,58240.00 ,57445.00 
39089,OH,Licking County,1,128300.00 ,145699.00 ,166492.00 ,178519.00 ,180401.00 
39091,OH,Logan County,6,42310.00 ,46002.00 ,45858.00 ,46150.00 ,46035.00 
39093,OH,Lorain County,1,271126.00 ,284657.00 ,301356.00 ,312964.00 ,315595.00 
39095,OH,Lucas County,2,462361.00 ,455093.00 ,441815.00 ,431279.00 ,429191.00 
39097,OH,Madison County,1,37078.00 ,40210.00 ,43435.00 ,43824.00 ,44386.00 
39099,OH,Mahoning County,2,264806.00 ,257588.00 ,238823.00 ,228614.00 ,226762.00 
39101,OH,Marion County,4,64274.00 ,66198.00 ,66501.00 ,65359.00 ,65291.00 
39103,OH,Medina County,1,122354.00 ,151096.00 ,172332.00 ,182470.00 ,183092.00 
39105,OH,Meigs County,6,22987.00 ,23058.00 ,23770.00 ,22210.00 ,22049.00 
39107,OH,Mercer County,7,39443.00 ,40936.00 ,40814.00 ,42528.00 ,42309.00 
39109,OH,Miami County,2,93184.00 ,98899.00 ,102506.00 ,108774.00 ,109264.00 
39111,OH,Monroe County,8,15497.00 ,15172.00 ,14642.00 ,13385.00 ,13329.00 
